subject,trial,condition,order_byint,order,atc_scenario,ms_cutoff,restime,reserror
36,15,None,4,14,NA,16221.98013,1555.58739,0
36,6,None,5,15,NA,14194.23261,1209.527772,0
37,11,ATCint,1,2,5,19263.45258,5961.919457,0
37,2,ATCint,2,4,3,11152.52518,2941.674785,0
37,5,ATCint,3,8,2,17235.72073,4683.408801,0
37,14,ATCint,4,9,1,18249.58665,3702.882369,0
37,8,ATCint,5,10,4,21291.18443,3425.435648,0
37,3,Blank,1,3,NA,20277.3185,10198.92499,0
37,12,Blank,2,5,NA,23318.91628,5811.983393,0
37,15,Blank,3,12,NA,16221.8548,2907.919457,0
37,6,Blank,4,13,NA,14194.12295,5294.047328,0
37,9,Blank,5,14,NA,16221.8548,2786.573761,0
37,4,None,1,1,NA,11152.52518,2593.047328,0
37,1,None,2,6,NA,23318.91628,1878.983393,0
37,7,None,3,7,NA,20277.3185,4109.350401,0
37,10,None,4,11,NA,12166.3911,2153.350401,0
37,13,None,5,15,NA,15207.98888,1359.270688,0
38,15,ATCint,1,1,5,16221.8548,10626.28843,0
38,3,ATCint,2,3,3,20277.3185,12820.18824,0
38,9,ATCint,3,5,2,16221.8548,5347.918997,0
38,6,ATCint,4,10,4,14194.12295,5175.312729,0
38,12,ATCint,5,12,1,23318.91628,6260.300579,0
38,5,Blank,1,2,NA,17235.72073,3679.786403,0
38,14,Blank,2,4,NA,18249.58665,3694.180135,0
38,2,Blank,3,8,NA,11152.52518,2679.039441,0
38,8,Blank,4,13,NA,21291.18443,3158.69026,0
38,11,Blank,5,14,NA,19263.45258,1968.288428,0
38,7,None,1,6,NA,20277.3185,1067.67406,0
38,10,None,2,7,NA,12166.3911,1170.67406,0
38,4,None,3,9,NA,11152.52518,1484.312729,0
38,13,None,4,11,NA,15207.98888,2351.557666,0
38,1,None,5,15,NA,23318.91628,1110.300579,0
39,4,ATCint,1,1,1,11152.52518,4221.5365,0
39,13,ATCint,2,2,5,15207.98888,NA,1
39,7,ATCint,3,4,2,20277.3185,4284.727439,0
39,1,ATCint,4,7,3,23318.91628,4240.372891,0
39,10,ATCint,5,10,4,12166.3911,4117.727439,0
39,12,Blank,1,5,NA,23318.91628,7264.372891,0
39,9,Blank,2,11,NA,16221.8548,6526.909269,0
39,15,Blank,3,12,NA,16221.8548,4867.209281,0
39,3,Blank,4,13,NA,20277.3185,6836.418317,0
39,6,Blank,5,14,NA,14194.12295,3511.5365,0
39,8,None,1,3,NA,21291.18443,1436.945586,0
39,5,None,2,6,NA,17235.72073,2241.682013,0
39,11,None,3,8,NA,19263.45258,3437.209281,0
39,14,None,4,9,NA,18249.58665,2466.309244,0
39,2,None,5,15,NA,11152.52518,1497.972915,0
4,13,ATCint,1,4,2,15208.13219,NA,1
4,7,ATCint,2,9,5,20277.50958,5243.866345,0
4,10,ATCint,3,10,3,12166.50575,4785.866345,0
4,1,ATCint,4,12,4,23319.13602,7932.469019,0
4,4,ATCint,5,14,1,11152.63027,3996.290403,0
4,5,Blank,1,1,NA,17235.88314,4438.177403,0
4,8,Blank,2,3,NA,21291.38506,7326.628192,0
4,2,Blank,3,5,NA,11152.63027,4003.382749,0
4,11,Blank,4,7,NA,19263.6341,2733.647634,0
4,14,Blank,5,11,NA,18249.75862,3552.277038,0
4,15,None,1,2,NA,16222.00766,2243.647634,0
4,6,None,2,6,NA,14194.25671,4343.290403,0
4,12,None,3,8,NA,23319.13602,2684.469019,0
4,3,None,4,13,NA,20277.50958,2443.157961,0
4,9,None,5,15,NA,16222.00766,2006.190768,0
40,10,ATCint,1,1,3,12166.3911,NA,1
40,4,ATCint,2,6,1,11152.52518,6243.94614,0
40,13,ATCint,3,10,2,15207.98888,NA,1
40,7,ATCint,4,13,4,20277.3185,9458.227,0
40,1,ATCint,5,14,5,23318.91628,5261.86246,0
40,14,Blank,1,5,NA,18249.58665,8065.76884,0
40,8,Blank,2,7,NA,21291.18443,4143.338573,0
40,11,Blank,3,9,NA,19263.45258,4151.77878,0
40,5,Blank,4,11,NA,17235.72073,2288.264833,0
40,2,Blank,5,12,NA,11152.52518,1831.535753,0
40,6,None,1,2,NA,14194.12295,2223.94614,0
40,3,None,2,3,NA,20277.3185,1891.824627,0
40,9,None,3,4,NA,16221.8548,1732.442133,0
40,12,None,4,8,NA,23318.91628,3620.86246,0
40,15,None,5,15,NA,16221.8548,1111.77878,0
41,9,ATCint,1,5,3,16221.8548,15186.90134,0
41,3,ATCint,2,8,4,20277.3185,4356.174771,0
41,15,ATCint,3,9,5,16221.8548,4979.269556,0
41,6,ATCint,4,11,2,14194.12295,13530.29915,0
41,12,ATCint,5,15,1,23318.91628,4443.284355,0
41,13,Blank,1,1,NA,15207.98888,3990.542988,0
41,10,Blank,2,4,NA,12166.3911,3460.657505,0
41,7,Blank,3,6,NA,20277.3185,2784.657505,0
41,1,Blank,4,10,NA,23318.91628,4369.284355,0
41,4,Blank,5,14,NA,11152.52518,3142.299154,0
41,2,None,1,2,NA,11152.52518,1570.02079,0
41,14,None,2,3,NA,18249.58665,1395.164905,0
41,11,None,3,7,NA,19263.45258,2111.269556,0
41,5,None,4,12,NA,17235.72073,1454.76709,0
41,8,None,5,13,NA,21291.18443,2084.677238,0
42,8,ATCint,1,1,2,21291.18443,5455.049737,0
42,11,ATCint,2,4,4,19263.45258,2474.809364,0
42,5,ATCint,3,5,5,17235.72073,2726.319525,0
42,2,ATCint,4,8,3,11152.52518,2542.554284,0
42,14,ATCint,5,12,1,18249.58665,4000.60054,0
42,4,Blank,1,3,NA,11152.52518,2359.687437,0
42,7,Blank,2,6,NA,20277.3185,2291.131021,0
42,1,Blank,3,7,NA,23318.91628,2838.748401,0
42,10,Blank,4,10,NA,12166.3911,2320.131021,0
42,13,Blank,5,11,NA,15207.98888,3004.962839,0
42,15,None,1,2,NA,16221.8548,10993.80936,0
42,3,None,2,9,NA,20277.3185,1075.559897,0
42,6,None,3,13,NA,14194.12295,1093.687437,0
42,12,None,4,14,NA,23318.91628,2488.748401,0
42,9,None,5,15,NA,16221.8548,1537.406423,0
43,14,ATCint,1,2,3,18249.58665,2743.405397,0
43,5,ATCint,2,8,4,17235.72073,4945.072061,0
43,11,ATCint,3,9,1,19263.45258,4508.567557,0
43,2,ATCint,4,10,5,11152.52518,1970.315305,0
43,8,ATCint,5,12,2,21291.18443,2604.882876,0
43,6,Blank,1,4,NA,14194.12295,2670.513506,0
43,9,Blank,2,5,NA,16221.8548,7809.18017,0
43,3,Blank,3,6,NA,20277.3185,2353.38738,0
43,15,Blank,4,7,NA,16221.8548,2607.567557,0
43,12,Blank,5,15,NA,23318.91628,3178.540532,0
43,1,None,1,1,NA,23318.91628,1831.540532,0
43,7,None,2,3,NA,20277.3185,1142.91891,0
43,13,None,3,11,NA,15207.98888,1131.774767,0
43,10,None,4,13,NA,12166.3911,1182.91891,0
43,4,None,5,14,NA,11152.52518,1507.513506,0
44,9,ATCint,1,1,5,16221.8548,7374.397967,0
44,12,ATCint,2,2,1,23318.91628,7957.740632,0
44,6,ATCint,3,7,3,14194.12295,6312.680937,0
44,15,ATCint,4,9,4,16221.8548,3589.800327,0
44,3,ATCint,5,12,2,20277.3185,4660.55345,0
44,2,Blank,1,5,NA,11152.52518,2218.545352,0
44,14,Blank,2,6,NA,18249.58665,2556.593246,0
44,11,Blank,3,8,NA,19263.45258,3873.800327,0
44,8,Blank,4,10,NA,21291.18443,4436.043501,0
44,5,Blank,5,15,NA,17235.72073,4279.310276,0
44,4,None,1,3,NA,11152.52518,5399.680937,0
44,7,None,2,4,NA,20277.3185,1534.123094,0
44,13,None,3,11,NA,15207.98888,13329.95581,0
44,10,None,4,13,NA,12166.3911,1431.123094,0
44,1,None,5,14,NA,23318.91628,1584.740632,0
45,7,ATCint,1,1,3,20277.3185,3337.297764,0
45,10,ATCint,2,6,2,12166.3911,2228.297764,0
45,4,ATCint,3,9,5,11152.52518,3840.824167,0
45,13,ATCint,4,10,1,15207.98888,NA,1
45,1,ATCint,5,12,4,23318.91628,4468.911809,0
45,12,Blank,1,4,NA,23318.91628,1955.911809,0
45,15,Blank,2,5,NA,16221.8548,2091.999451,0
45,3,Blank,3,8,NA,20277.3185,2182.695515,0
45,6,Blank,4,11,NA,14194.12295,1930.824167,0
45,9,Blank,5,14,NA,16221.8548,11227.58428,0
45,14,None,1,2,NA,18249.58665,2086.753943,0
45,8,None,2,3,NA,21291.18443,1848.180908,0
45,2,None,3,7,NA,11152.52518,1365.742148,0
45,11,None,4,13,NA,19263.45258,1644.999451,0
45,5,None,5,15,NA,17235.72073,1317.514058,0
46,7,ATCint,1,2,3,20277.3185,8593.397619,0
46,4,ATCint,2,10,2,11152.52518,4931.906047,0
46,1,ATCint,3,11,1,23318.91628,3756.009666,0
46,13,ATCint,4,13,5,15207.98888,NA,1
46,10,ATCint,5,14,4,12166.3911,2466.397619,0
46,14,Blank,1,4,NA,18249.58665,4451.845809,0
46,8,Blank,2,5,NA,21291.18443,2714.25946,0
46,11,Blank,3,6,NA,19263.45258,4473.113285,0
46,5,Blank,4,7,NA,17235.72073,2279.630555,0
46,2,Blank,5,9,NA,11152.52518,2383.854651,0
46,9,None,1,1,NA,16221.8548,1491.690793,0
46,6,None,2,3,NA,14194.12295,2393.906047,0
46,15,None,3,8,NA,16221.8548,1445.113285,0
46,3,None,4,12,NA,20277.3185,2308.77673,0
46,12,None,5,15,NA,23318.91628,1282.009666,0
47,3,ATCint,1,3,4,20277.3185,17474.67001,0
47,9,ATCint,2,4,1,16221.8548,5460.550827,0
47,6,ATCint,3,11,5,14194.12295,6425.798448,0
47,12,ATCint,4,12,2,23318.91628,18720.88107,0
47,15,ATCint,5,13,3,16221.8548,6265.963696,0
47,10,Blank,1,1,NA,12166.3911,NA,1
47,4,Blank,2,5,NA,11152.52518,4287.798448,0
47,13,Blank,3,6,NA,15207.98888,6359.082875,0
47,7,Blank,4,10,NA,20277.3185,3814.2664,0
47,1,Blank,5,14,NA,23318.91628,11556.88107,0
47,14,None,1,2,NA,18249.58665,3786.725088,0
47,2,None,2,7,NA,11152.52518,NA,1
47,8,None,3,8,NA,21291.18443,1682.156235,0
47,5,None,4,9,NA,17235.72073,2103.477467,0
47,11,None,5,15,NA,19263.45258,3250.963696,0
48,14,ATCint,1,1,3,18249.58665,4924.638076,0
48,11,ATCint,2,3,4,19263.45258,6295.095008,0
48,8,ATCint,3,4,2,21291.18443,NA,1
48,2,ATCint,4,9,1,11152.52518,2881.824891,0
48,5,ATCint,5,11,5,17235.72073,14269.63524,0
48,4,Blank,1,5,NA,11152.52518,3086.612198,0
48,7,Blank,2,6,NA,20277.3185,1846.258779,0
48,1,Blank,3,8,NA,23318.91628,3514.853603,0
48,10,Blank,4,13,NA,12166.3911,2501.258779,0
48,13,Blank,5,14,NA,15207.98888,2973.962784,0
48,6,None,1,2,NA,14194.12295,2780.612198,0
48,9,None,2,7,NA,16221.8548,1873.609364,0
48,3,None,3,10,NA,20277.3185,1433.47714,0
48,12,None,4,12,NA,23318.91628,1516.853603,0
48,15,None,5,15,NA,16221.8548,1442.095008,0
49,11,ATCint,1,1,5,19263.45258,4125.180728,0
49,8,ATCint,2,4,3,21291.18443,2954.305999,0
49,14,ATCint,3,6,4,18249.58665,2539.900237,0
49,5,ATCint,4,8,2,17235.72073,12367.69958,0
49,2,ATCint,5,15,1,11152.52518,3894.921304,0
49,3,Blank,1,3,NA,20277.3185,13634.82485,0
49,9,Blank,2,9,NA,16221.8548,2816.753898,0
49,6,Blank,3,11,NA,14194.12295,2800.954559,0
49,15,Blank,4,13,NA,16221.8548,3173.180728,0
49,12,Blank,5,14,NA,23318.91628,7207.067643,0
49,1,None,1,2,NA,23318.91628,1383.067643,0
49,7,None,2,5,NA,20277.3185,1170.456779,0
49,13,None,3,7,NA,15207.98888,1097.251677,0
49,10,None,4,10,NA,12166.3911,1209.456779,0
49,4,None,5,12,NA,11152.52518,2095.954559,0
5,9,ATCint,1,1,5,16222.00766,3717.452052,0
5,12,ATCint,2,2,4,23319.13602,2929.709073,0
5,15,ATCint,3,5,1,16222.00766,2442.926881,0
5,3,ATCint,4,7,3,20277.50958,2387.35719,0
5,6,ATCint,5,9,2,14194.25671,3908.491265,0
5,4,Blank,1,4,NA,11152.63027,2963.491265,0
5,13,Blank,2,6,NA,15208.13219,2850.832018,0
5,1,Blank,3,10,NA,23319.13602,17384.70907,0
5,7,Blank,4,14,NA,20277.50958,9223.111299,0
5,10,Blank,5,15,NA,12166.50575,2097.111299,0
5,8,None,1,3,NA,21291.38506,1310.820888,0
5,14,None,2,8,NA,18249.75862,1261.502395,0
5,11,None,3,11,NA,19263.6341,1180.926881,0
5,2,None,4,12,NA,11152.63027,1139.65873,0
5,5,None,5,13,NA,17235.88314,1220.463182,0
50,15,ATCint,1,3,4,16221.84734,2890.006429,0
50,6,ATCint,2,5,5,14194.11643,4435.548484,0
50,9,ATCint,3,10,3,16221.84734,13318.52648,0
50,3,ATCint,4,14,1,20277.30918,5948.413943,0
50,12,ATCint,5,15,2,23318.90556,5684.777456,0
50,11,Blank,1,1,NA,19263.44372,5431.006429,0
50,8,Blank,2,7,NA,21291.17464,5406.875781,0
50,14,Blank,3,8,NA,18249.57826,12008.56659,0
50,5,Blank,4,9,NA,17235.7128,3116.544591,0
50,2,Blank,5,11,NA,11152.52005,3432.737348,0
50,1,None,1,2,NA,23318.90556,4298.777456,0
50,10,None,2,4,NA,12166.38551,4176.181078,0
50,7,None,3,6,NA,20277.30918,8041.181078,0
50,4,None,4,12,NA,11152.52005,4687.548484,0
50,13,None,5,13,NA,15207.98189,1240.893889,0
51,4,ATCint,1,5,3,11152.66903,2898.882596,0
51,10,ATCint,2,7,2,12166.54804,2535.149508,0
51,7,ATCint,3,9,4,20277.58006,3723.149508,0
51,13,ATCint,4,12,1,15208.18505,NA,1
51,1,ATCint,5,15,5,23319.21707,2583.786518,0
51,15,Blank,1,1,NA,16222.06405,4673.690439,0
51,9,Blank,2,2,NA,16222.06405,1861.359475,0
51,12,Blank,3,6,NA,23319.21707,2090.786518,0
51,6,Blank,4,10,NA,14194.30604,1726.882596,0
51,3,Blank,5,14,NA,20277.58006,1731.7616,0
51,14,None,1,3,NA,18249.82205,1616.697547,0
51,8,None,2,4,NA,21291.45906,1173.277613,0
51,2,None,3,8,NA,11152.66903,1266.448445,0
51,5,None,4,11,NA,17235.94305,1909.174426,0
51,11,None,5,13,NA,19263.70106,1304.690439,0
52,1,ATCint,1,2,4,23319.01055,5933.106421,0
52,7,ATCint,2,3,3,20277.40048,NA,1
52,13,ATCint,3,5,1,15208.05036,NA,1
52,4,ATCint,4,7,5,11152.57026,4932.987006,0
52,10,ATCint,5,10,2,12166.44029,4848.496348,0
52,5,Blank,1,4,NA,17235.79041,4707.74574,0
52,2,Blank,2,6,NA,11152.57026,3282.965886,0
52,11,Blank,3,9,NA,19263.53046,3123.225837,0
52,8,Blank,4,13,NA,21291.2705,5211.337127,0
52,14,Blank,5,14,NA,18249.66043,4212.93664,0
52,9,None,1,1,NA,16221.92038,2811.796105,0
52,6,None,2,8,NA,14194.18034,2076.987006,0
52,15,None,3,11,NA,16221.92038,2107.225837,0
52,3,None,4,12,NA,20277.40048,1858.85703,0
52,12,None,5,15,NA,23319.01055,3233.106421,0
53,15,ATCint,1,3,2,16221.88707,2279.581871,0
53,9,ATCint,2,5,4,16221.88707,2731.129236,0
53,6,ATCint,3,7,3,14194.15119,3137.2431,0
53,12,ATCint,4,12,5,23318.96267,2963.412486,0
53,3,ATCint,5,13,1,20277.35884,7995.111042,0
53,10,Blank,1,2,NA,12166.4153,3810.808659,0
53,4,Blank,2,4,NA,11152.54736,5753.2431,0
53,7,Blank,3,9,NA,20277.35884,7026.808659,0
53,13,Blank,4,11,NA,15208.01913,5135.563677,0
53,1,Blank,5,15,NA,23318.96267,2603.412486,0
53,2,None,1,1,NA,11152.54736,1360.317756,0
53,5,None,2,6,NA,17235.75501,1776.110102,0
53,14,None,3,8,NA,18249.62296,1396.223966,0
53,8,None,4,10,NA,21291.22678,1595.582812,0
53,11,None,5,14,NA,19263.4909,6802.581871,0
54,2,ATCint,1,1,3,11152.65718,2723.630706,0
54,11,ATCint,2,3,2,19263.68058,3340.874857,0
54,8,ATCint,3,4,4,21291.43643,2268.404872,0
54,5,ATCint,4,7,1,17235.92473,2101.363157,0
54,14,ATCint,5,15,5,18249.80265,3026.846376,0
54,13,Blank,1,2,NA,15208.16888,3525.236,0
54,1,Blank,2,5,NA,23319.19228,2945.945052,0
54,10,Blank,3,6,NA,12166.5351,2777.311278,0
54,7,Blank,4,8,NA,20277.5585,3635.311278,0
54,4,Blank,5,14,NA,11152.65718,4877.015248,0
54,9,None,1,9,NA,16222.0468,1526.53203,0
54,3,None,2,10,NA,20277.5585,1411.893173,0
54,15,None,3,11,NA,16222.0468,1736.874857,0
54,6,None,4,12,NA,14194.29095,2383.015248,0
54,12,None,5,13,NA,23319.19228,1804.945052,0
55,5,ATCint,1,3,4,17235.94825,2523.120951,0
55,14,ATCint,2,7,2,18249.82756,2406.655378,0
55,2,ATCint,3,8,3,11152.6724,1931.396804,0
55,11,ATCint,4,9,1,19263.70687,5001.638186,0
55,8,ATCint,5,14,5,21291.46549,2182.241555,0
55,12,Blank,1,1,NA,23319.22411,3562.741598,0
55,15,Blank,2,4,NA,16222.06894,2823.638186,0
55,6,Blank,3,10,NA,14194.31033,2619.845011,0
55,9,Blank,4,12,NA,16222.06894,3881.310583,0
55,3,Blank,5,13,NA,20277.58618,1902.72432,0
55,13,None,1,2,NA,15208.18964,1762.051922,0
55,10,None,2,5,NA,12166.55171,1232.103672,0
55,1,None,3,6,NA,23319.22411,1522.741598,0
55,4,None,4,11,NA,11152.6724,1071.845011,0
55,7,None,5,15,NA,20277.58618,1065.103672,0
56,15,ATCint,1,3,2,16222.09032,4581.409665,0
56,6,ATCint,2,4,4,14194.32903,6266.680637,0
56,12,ATCint,3,7,3,23319.25484,2550.545151,0
56,3,ATCint,4,11,1,20277.6129,11870.56128,0
56,9,ATCint,5,13,5,16222.09032,NA,1
56,2,Blank,1,1,NA,11152.6871,2681.170956,0
56,5,Blank,2,5,NA,17235.97097,4337.887084,0
56,14,Blank,3,6,NA,18249.85161,2379.470958,0
56,11,Blank,4,8,NA,19263.73226,1983.409665,0
56,8,Blank,5,12,NA,21291.49355,2139.083863,0
56,4,None,1,2,NA,11152.6871,3670.680637,0
56,7,None,2,9,NA,20277.6129,1256.903215,0
56,1,None,3,10,NA,23319.25484,1570.545151,0
56,10,None,4,14,NA,12166.56774,1090.903215,0
56,13,None,5,15,NA,15208.20968,1525.874184,0
57,10,ATCint,1,4,3,12166.38325,6540.209383,0
57,4,ATCint,2,7,4,11152.51798,7380.571694,0
57,7,ATCint,3,9,1,20277.30542,8605.209383,0
57,1,ATCint,4,10,5,23318.90123,18612.8052,0
57,13,ATCint,5,15,2,15207.97907,NA,1
57,12,Blank,1,2,NA,23318.90123,NA,1
57,6,Blank,2,6,NA,14194.11379,NA,1
57,3,Blank,3,11,NA,20277.30542,NA,1
57,9,Blank,4,13,NA,16221.84434,6525.556676,0
57,15,Blank,5,14,NA,16221.84434,NA,1
57,11,None,1,1,NA,19263.44015,10208.0387,0
57,14,None,2,3,NA,18249.57488,NA,1
57,2,None,3,5,NA,11152.51798,NA,1
57,5,None,4,8,NA,17235.70961,NA,1
57,8,None,5,12,NA,21291.17069,7404.898048,0
58,1,ATCint,1,2,4,23319.234,8095.678384,0
58,7,ATCint,2,3,3,20277.59478,3572.039167,0
58,10,ATCint,3,11,5,12166.55687,10099.03917,0
58,4,ATCint,4,12,2,11152.67713,8737.792117,0
58,13,ATCint,5,15,1,15208.19609,NA,1
58,2,Blank,1,6,NA,11152.67713,6007.324128,0
58,5,Blank,2,7,NA,17235.95556,5170.045695,0
58,14,Blank,3,8,NA,18249.8353,11086.59603,0
58,11,Blank,4,9,NA,19263.71504,8305.56465,0
58,8,Blank,5,13,NA,21291.47452,11010.19081,0
58,9,None,1,1,NA,16222.07582,3119.241778,0
58,6,None,2,4,NA,14194.31635,NA,1
58,3,None,3,5,NA,20277.59478,4981.671856,0
58,12,None,4,10,NA,23319.234,16582.67838,0
58,15,None,5,14,NA,16222.07582,5059.56465,0
59,15,ATCint,1,2,1,16221.98765,NA,1
59,9,ATCint,2,3,3,16221.98765,3252.123481,0
59,6,ATCint,3,4,2,14194.23919,11375.46993,0
59,3,ATCint,4,10,4,20277.48456,19552.34415,0
59,12,ATCint,5,12,5,23319.10724,5880.488449,0
59,4,Blank,1,1,NA,11152.61651,NA,1
59,13,Blank,2,5,NA,15208.11342,5146.727644,0
59,7,Blank,3,9,NA,20277.48456,3749.865764,0
59,1,Blank,4,11,NA,23319.10724,4327.488449,0
59,10,Blank,5,15,NA,12166.49074,3219.865764,0
59,11,None,1,6,NA,19263.61033,2722.506971,0
59,5,None,2,7,NA,17235.86188,4567.010058,0
59,8,None,3,8,NA,21291.35879,6345.841068,0
59,14,None,4,13,NA,18249.7361,2013.356503,0
59,2,None,5,14,NA,11152.61651,2685.255427,0
6,5,ATCint,1,2,2,17235.88314,3391.184835,0
6,2,ATCint,2,5,1,11152.63027,2569.424213,0
6,14,ATCint,3,10,3,18249.75862,2490.494327,0
6,11,ATCint,4,14,5,19263.6341,2876.677754,0
6,8,ATCint,5,15,4,21291.38506,5738.958918,0
6,13,Blank,1,3,NA,15208.13219,4169.860475,0
6,1,Blank,2,4,NA,23319.13602,3928.635262,0
6,7,Blank,3,9,NA,20277.50958,3358.015573,0
6,10,Blank,4,11,NA,12166.50575,3455.015573,0
6,4,Blank,5,13,NA,11152.63027,2904.59277,0
6,15,None,1,1,NA,16222.00766,7493.677754,0
6,9,None,2,6,NA,16222.00766,2325.283278,0
6,3,None,3,7,NA,20277.50958,7020.466,0
6,6,None,4,8,NA,14194.25671,2685.59277,0
6,12,None,5,12,NA,23319.13602,2166.635262,0
60,14,ATCint,1,1,1,18249.6026,3572.380056,0
60,5,ATCint,2,4,5,17235.73579,3370.308042,0
60,8,ATCint,3,7,3,21291.20303,3282.71628,0
60,11,ATCint,4,8,2,19263.46941,4772.775287,0
60,2,ATCint,5,15,4,11152.53492,3956.50891,0
60,10,Blank,1,2,NA,12166.40173,2266.978322,0
60,13,Blank,2,5,NA,15208.00217,3288.714112,0
60,7,Blank,3,6,NA,20277.33622,3609.978322,0
60,4,Blank,4,9,NA,11152.53492,4675.382224,0
60,1,Blank,5,12,NA,23318.93665,3729.578756,0
60,3,None,1,3,NA,20277.33622,2097.249035,0
60,6,None,2,10,NA,14194.13535,1545.382224,0
60,12,None,3,11,NA,23318.93665,1522.578756,0
60,15,None,4,13,NA,16221.86898,1568.775287,0
60,9,None,5,14,NA,16221.86898,2820.31021,0
7,14,ATCint,1,1,5,18249.75862,5675.624436,0
7,2,ATCint,2,7,3,11152.63027,2477.583548,0
7,11,ATCint,3,9,1,19263.6341,3698.838975,0
7,8,ATCint,4,11,2,21291.38506,3389.07017,0
7,5,ATCint,5,13,4,17235.88314,3813.349828,0
7,9,Blank,1,4,NA,16222.00766,2463.434128,0
7,15,Blank,2,5,NA,16222.00766,2359.838975,0
7,12,Blank,3,6,NA,23319.13602,2743.773855,0
7,3,Blank,4,8,NA,20277.50958,6064.581023,0
7,6,Blank,5,12,NA,14194.25671,2333.708736,0
7,13,None,1,2,NA,15208.13219,2096.985869,0
7,10,None,2,3,NA,12166.50575,1527.156995,0
7,7,None,3,10,NA,20277.50958,NA,1
7,1,None,4,14,NA,23319.13602,4677.773855,0
7,4,None,5,15,NA,11152.63027,2304.708736,0
8,6,ATCint,1,4,4,14194.25671,3597.748671,0
8,3,ATCint,2,5,2,20277.50958,4893.620633,0
8,15,ATCint,3,11,5,16222.00766,4661.894494,0
8,12,ATCint,4,14,3,23319.13602,8080.821582,0
8,9,ATCint,5,15,1,16222.00766,5732.486076,0
8,11,Blank,1,7,NA,19263.6341,3288.894494,0
8,5,Blank,2,8,NA,17235.88314,3455.406646,0
8,8,Blank,3,9,NA,21291.38506,5213.108481,0
8,14,Blank,4,12,NA,18249.75862,2771.669241,0
8,2,Blank,5,13,NA,11152.63027,7001.638418,0
8,4,None,1,1,NA,11152.63027,8390.748671,0
8,13,None,2,2,NA,15208.13219,2402.029051,0
8,1,None,3,3,NA,23319.13602,2751.821582,0
8,7,None,4,6,NA,20277.50958,1731.205696,0
8,10,None,5,10,NA,12166.50575,2106.205696,0
9,13,ATCint,1,1,5,15208.13219,NA,1
9,7,ATCint,2,2,2,20277.50958,4577.400393,0
9,1,ATCint,3,4,1,23319.13602,5607.972386,0
9,10,ATCint,4,5,3,12166.50575,3742.400393,0
9,4,ATCint,5,14,4,11152.63027,3551.548323,0
9,15,Blank,1,3,NA,16222.00766,NA,1
9,3,Blank,2,6,NA,20277.50958,4023.405653,0
9,9,Blank,3,7,NA,16222.00766,4439.827086,0
9,12,Blank,4,9,NA,23319.13602,4263.972386,0
9,6,Blank,5,12,NA,14194.25671,3479.548323,0
9,5,None,1,8,NA,17235.88314,1369.967126,0
9,11,None,2,10,NA,19263.6341,2856.396448,0
9,14,None,3,11,NA,18249.75862,2021.688362,0
9,2,None,4,13,NA,11152.63027,1624.11111,0
9,8,None,5,15,NA,21291.38506,3482.834976,0
